keen_agnesi: CPU: 212.75%, Memory: 1.045GiB / 251.5GiB
adoring_wilbur: CPU: 1508.01%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1497.17%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1485.34%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1493.23%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1527.11%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1532.04%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1547.58%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1496.60%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1581.75%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1575.92%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1575.67%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1584.71%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1515.25%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1520.77%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1528.20%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1546.45%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1491.85%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1547.41%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1579.11%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1540.44%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1497.82%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1509.56%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1493.47%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1523.62%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1498.52%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1505.75%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1500.56%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1546.49%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1516.61%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1499.94%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1581.31%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1503.02%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1491.85%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1493.11%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1495.22%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1497.65%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1493.28%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1500.30%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1486.01%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1480.26%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1506.11%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1497.95%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1502.71%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1502.58%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1499.18%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1514.94%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1523.29%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1498.13%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1497.90%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1497.27%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1493.11%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1545.81%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1531.71%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1542.51%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1538.23%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1534.61%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1587.26%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1492.28%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1537.71%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1494.37%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1527.00%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1548.79%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1532.06%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1551.82%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1584.75%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1582.11%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1586.48%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1581.98%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1520.25%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1547.12%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1571.31%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1510.88%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1501.00%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1508.32%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1501.18%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1506.51%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1531.06%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1541.80%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1578.35%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1580.89%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1548.83%, Memory: 20.03GiB / 251.5GiB
adoring_wilbur: CPU: 1583.28%, Memory: 12.09GiB / 251.5GiB
adoring_wilbur: CPU: 1585.87%, Memory: 12.09GiB / 251.5GiB
adoring_wilbur: CPU: 1580.45%, Memory: 12.09GiB / 251.5GiB
adoring_wilbur: CPU: 1560.93%, Memory: 12.09GiB / 251.5GiB
adoring_wilbur: CPU: 1547.94%, Memory: 12.09GiB / 251.5GiB
adoring_wilbur: CPU: 1579.98%, Memory: 12.09GiB / 251.5GiB
adoring_wilbur: CPU: 1584.90%, Memory: 12.09GiB / 251.5GiB
adoring_wilbur: CPU: 1581.93%, Memory: 12.09GiB / 251.5GiB
adoring_wilbur: CPU: 1583.19%, Memory: 12.09GiB / 251.5GiB
adoring_wilbur: CPU: 1587.32%, Memory: 12.09GiB / 251.5GiB
adoring_wilbur: CPU: 1581.22%, Memory: 12.09GiB / 251.5GiB
adoring_wilbur: CPU: 1570.10%, Memory: 12.09GiB / 251.5GiB
adoring_wilbur: CPU: 885.29%, Memory: 9.107GiB / 251.5GiB
adoring_wilbur: CPU: 1557.78%, Memory: 9.107GiB / 251.5GiB
adoring_wilbur: CPU: 1542.87%, Memory: 9.107GiB / 251.5GiB
adoring_wilbur: CPU: 1575.35%, Memory: 9.107GiB / 251.5GiB
adoring_wilbur: CPU: 1584.64%, Memory: 9.107GiB / 251.5GiB
adoring_wilbur: CPU: 1545.00%, Memory: 9.107GiB / 251.5GiB
adoring_wilbur: CPU: 1579.30%, Memory: 9.107GiB / 251.5GiB
adoring_wilbur: CPU: 1564.30%, Memory: 9.107GiB / 251.5GiB
adoring_wilbur: CPU: 1548.56%, Memory: 9.107GiB / 251.5GiB
adoring_wilbur: CPU: 1581.05%, Memory: 9.107GiB / 251.5GiB
adoring_wilbur: CPU: 1537.71%, Memory: 9.107GiB / 251.5GiB
adoring_wilbur: CPU: 1587.77%, Memory: 9.107GiB / 251.5GiB
adoring_wilbur: CPU: 1585.50%, Memory: 9.107GiB / 251.5GiB
adoring_wilbur: CPU: 100.30%, Memory: 15.16GiB / 251.5GiB
sweet_haslett: CPU: 264.26%, Memory: 1.028GiB / 251.5GiB
sweet_haslett: CPU: 100.64%, Memory: 4.039GiB / 251.5GiB
sweet_haslett: CPU: 101.59%, Memory: 4.079GiB / 251.5GiB
sweet_haslett: CPU: 100.88%, Memory: 4.204GiB / 251.5GiB
sweet_haslett: CPU: 99.36%, Memory: 11.97GiB / 251.5GiB
sweet_haslett: CPU: 1557.85%, Memory: 11.98GiB / 251.5GiB
sweet_haslett: CPU: 1507.53%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1516.85%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1492.94%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1499.20%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1531.18%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1504.31%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1496.60%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1549.75%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1544.89%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1507.17%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1498.17%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1510.89%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1500.02%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1513.94%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1554.15%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1509.63%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1546.19%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1528.76%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1525.01%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1548.58%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1495.04%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1503.46%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1542.42%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1552.07%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1505.47%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1532.85%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1511.08%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1506.83%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1523.57%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1551.10%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1495.66%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1504.67%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1501.89%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1527.04%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1525.47%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1558.59%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1527.25%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1534.73%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1507.92%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1510.99%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1494.30%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1495.11%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1550.94%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1493.88%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1527.61%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1499.62%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1496.69%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1535.41%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1509.18%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1512.81%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1521.38%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1497.95%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1549.44%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1537.70%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1514.81%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1491.84%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1518.84%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1488.76%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1500.66%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1534.34%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1482.28%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1518.81%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1514.85%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1499.00%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1488.84%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1506.71%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1494.57%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1510.59%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1548.38%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1494.62%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1490.19%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1543.45%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1516.74%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1497.05%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1498.40%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1495.66%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1537.40%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1526.16%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1501.01%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1490.80%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1532.79%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1498.68%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1498.11%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1546.18%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1497.21%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1501.29%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1498.70%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1505.13%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1495.60%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1498.49%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1584.66%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1494.67%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1545.63%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1548.56%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1527.13%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1495.17%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1526.89%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1542.24%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1556.00%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1560.90%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1547.01%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1530.42%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1543.60%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1553.49%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1583.35%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1580.89%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1536.20%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1506.64%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1495.10%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1533.64%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1540.35%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1579.28%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1544.91%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1581.48%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1574.83%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1509.29%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1524.37%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1501.68%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1531.43%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1518.65%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1520.24%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1551.90%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1544.77%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1495.19%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1525.38%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1526.63%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1545.86%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1492.12%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1528.73%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1541.56%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1568.14%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1583.11%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1590.81%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1518.44%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1566.05%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1498.44%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1512.73%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1531.73%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1523.04%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1506.10%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1575.02%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1584.76%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1578.28%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1585.73%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1569.85%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1551.50%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1546.88%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1531.61%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1554.28%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1556.85%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1582.90%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1486.22%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1582.82%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1577.65%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1582.82%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1550.46%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1576.88%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1493.73%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1554.80%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1491.79%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1501.23%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1547.00%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1547.57%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1525.15%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1511.85%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1496.01%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1541.82%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1545.16%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1499.54%, Memory: 12GiB / 251.5GiB
sweet_haslett: CPU: 1511.64%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1491.74%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1494.83%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1530.74%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1562.23%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1539.95%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1547.23%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1580.82%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1502.78%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1555.56%, Memory: 12GiB / 251.5GiB
sweet_haslett: CPU: 1523.87%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1550.95%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1520.43%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1549.42%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1505.84%, Memory: 12GiB / 251.5GiB
sweet_haslett: CPU: 1557.18%, Memory: 12GiB / 251.5GiB
sweet_haslett: CPU: 1553.61%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1498.67%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1526.80%, Memory: 12GiB / 251.5GiB
sweet_haslett: CPU: 1499.38%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1525.66%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1550.64%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1481.53%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1493.79%, Memory: 12GiB / 251.5GiB
sweet_haslett: CPU: 1480.85%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1522.45%, Memory: 12GiB / 251.5GiB
sweet_haslett: CPU: 1527.73%, Memory: 12GiB / 251.5GiB
sweet_haslett: CPU: 1529.62%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1508.63%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1532.19%, Memory: 11.99GiB / 251.5GiB
sweet_haslett: CPU: 1507.64%, Memory: 12GiB / 251.5GiB
sweet_haslett: CPU: 1485.13%, Memory: 12GiB / 251.5GiB
sweet_haslett: CPU: 1584.61%, Memory: 12GiB / 251.5GiB
sweet_haslett: CPU: 1583.52%, Memory: 12GiB / 251.5GiB
sweet_haslett: CPU: 1502.01%, Memory: 12GiB / 251.5GiB
sweet_haslett: CPU: 1584.65%, Memory: 12GiB / 251.5GiB
sweet_haslett: CPU: 1526.73%, Memory: 12GiB / 251.5GiB
sweet_haslett: CPU: 1528.04%, Memory: 12GiB / 251.5GiB
sweet_haslett: CPU: 1552.04%, Memory: 12GiB / 251.5GiB
sweet_haslett: CPU: 1509.49%, Memory: 12GiB / 251.5GiB
sweet_haslett: CPU: 1495.76%, Memory: 12GiB / 251.5GiB
sweet_haslett: CPU: 1548.33%, Memory: 12GiB / 251.5GiB
sweet_haslett: CPU: 1499.54%, Memory: 12GiB / 251.5GiB
sweet_haslett: CPU: 1494.71%, Memory: 12GiB / 251.5GiB
sweet_haslett: CPU: 1499.16%, Memory: 12GiB / 251.5GiB
sweet_haslett: CPU: 1483.64%, Memory: 12GiB / 251.5GiB
sweet_haslett: CPU: 1515.79%, Memory: 12GiB / 251.5GiB
sweet_haslett: CPU: 1532.76%, Memory: 12GiB / 251.5GiB
sweet_haslett: CPU: 1570.54%, Memory: 12GiB / 251.5GiB
sweet_haslett: CPU: 1499.83%, Memory: 12GiB / 251.5GiB
sweet_haslett: CPU: 1497.89%, Memory: 12GiB / 251.5GiB
sweet_haslett: CPU: 1496.75%, Memory: 12GiB / 251.5GiB
sweet_haslett: CPU: 1498.67%, Memory: 12GiB / 251.5GiB
sweet_haslett: CPU: 1547.34%, Memory: 12GiB / 251.5GiB
sweet_haslett: CPU: 1577.02%, Memory: 12GiB / 251.5GiB
sweet_haslett: CPU: 1578.27%, Memory: 12GiB / 251.5GiB
sweet_haslett: CPU: 1585.77%, Memory: 12GiB / 251.5GiB
sweet_haslett: CPU: 1582.20%, Memory: 12GiB / 251.5GiB
sweet_haslett: CPU: 1581.39%, Memory: 12GiB / 251.5GiB
sweet_haslett: CPU: 1532.85%, Memory: 12GiB / 251.5GiB
sweet_haslett: CPU: 1531.04%, Memory: 12GiB / 251.5GiB
sweet_haslett: CPU: 1526.38%, Memory: 12GiB / 251.5GiB
sweet_haslett: CPU: 1493.62%, Memory: 12GiB / 251.5GiB
sweet_haslett: CPU: 1492.02%, Memory: 12GiB / 251.5GiB
sweet_haslett: CPU: 1489.79%, Memory: 12GiB / 251.5GiB
sweet_haslett: CPU: 1495.92%, Memory: 12GiB / 251.5GiB
sweet_haslett: CPU: 1499.17%, Memory: 12GiB / 251.5GiB
sweet_haslett: CPU: 1551.42%, Memory: 12GiB / 251.5GiB
sweet_haslett: CPU: 1490.44%, Memory: 12GiB / 251.5GiB
sweet_haslett: CPU: 1554.90%, Memory: 12GiB / 251.5GiB
sweet_haslett: CPU: 1496.49%, Memory: 12GiB / 251.5GiB
sweet_haslett: CPU: 1540.49%, Memory: 12GiB / 251.5GiB
sweet_haslett: CPU: 1547.82%, Memory: 12GiB / 251.5GiB
sweet_haslett: CPU: 1504.56%, Memory: 12GiB / 251.5GiB
sweet_haslett: CPU: 1548.30%, Memory: 12GiB / 251.5GiB
sweet_haslett: CPU: 1550.38%, Memory: 12GiB / 251.5GiB
